ID,Name,Country of Incorporation,Country of Incorporation,GICS Sector Name,GICS Sector Name
7184.T,First Bank of Toyama Ltd,Japan,Japan,Financials,Financials
7185.T,Hirose Tusyo Inc,Japan,Japan,Financials,Financials
7186.T,Concordia Financial Group Ltd,Japan,Japan,Financials,Financials
7187.T,J-Lease Co Ltd,Japan,Japan,Financials,Financials
6196.T,Strike Co Ltd,Japan,Japan,Financials,Financials
7189.T,Nishi-Nippon Financial Holdings Inc,Japan,Japan,Financials,Financials
7347.T,Mercuria Holdings Co Ltd,Japan,Japan,Financials,Financials
7191.T,Entrust Inc,Japan,Japan,Financials,Financials
7192.T,Mortgage Service Japan Ltd,Japan,Japan,Financials,Financials
7196.T,Casa Inc,Japan,Japan,Financials,Financials
7198.T,SBI Aruhi Corp,Japan,Japan,Financials,Financials
7199.T,Premium Group Co Ltd,Japan,Japan,Financials,Financials
7322.T,San Ju San Financial Group Inc,Japan,Japan,Financials,Financials
7325.T,IRRC Corp,Japan,Japan,Financials,Financials
7326.T,SBI Insurance Group Co Ltd,Japan,Japan,Financials,Financials
165A.T,SBI Rheos Hifumi Inc,Japan,Japan,Financials,Financials
4436.T,Minkabu The Infonoid Inc,Japan,Japan,Financials,Financials
7076.NG,Meinan M&A Co Ltd,Japan,Japan,Financials,Financials
4051.T,GMO Financial Gate Inc,Japan,Japan,Financials,Financials
7342.T,WealthNavi Inc,Japan,Japan,Financials,Financials
7360.T,Ondeck Co Ltd,Japan,Japan,Financials,Financials
7343.T,Broad-Minded Co Ltd,Japan,Japan,Financials,Financials
7345.T,Ai Partners Financial Inc,Japan,Japan,Financials,Financials
4073.T,Global Communication Planning Co Ltd,Japan,Japan,Financials,Financials
4374.T,Robot Payment Inc,Japan,Japan,Financials,Financials
7383.T,Net Protections Holdings Inc,Japan,Japan,Financials,Financials
7163.T,SBI Sumishin Net Bank Ltd,Japan,Japan,Financials,Financials
7384.T,Procrea Holdings Inc,Japan,Japan,Financials,Financials
9225.T,Bridge Consulting Group Inc,Japan,Japan,Financials,Financials
9552.T,M&A Research Institute Holdings Inc,Japan,Japan,Financials,Financials
7388.T,FP Partner Inc,Japan,Japan,Financials,Financials
7389.T,Aichi Financial Group Inc,Japan,Japan,Financials,Financials
5838.T,Rakuten Bank Ltd,Japan,Japan,Financials,Financials
5836.NG,Agent Insurance Group Inc,Japan,Japan,Financials,Financials
5258.T,Transaction Media Networks Inc,Japan,Japan,Financials,Financials
5840.T,Nippon Souken Co Ltd,Japan,Japan,Financials,Financials
5842.T,Integral Corp,Japan,Japan,Financials,Financials
5590.T,Netstars Co Ltd,Japan,Japan,Financials,Financials
5843.T,Nippon Insure Co Ltd,Japan,Japan,Financials,Financials
9236.T,Japan M&A Solution Inc,Japan,Japan,Financials,Financials
5845.T,Zenhoren Co Ltd,Japan,Japan,Financials,Financials
154A.T,GAIA Inc,Japan,Japan,Financials,Financials
192A.T,Integroup Inc,Japan,Japan,Financials,Financials
196A.T,MFS Inc,Japan,Japan,Financials,Financials
GPST.TA,Group Psagot for Finance and Investments Ltd,Israel,Israel,Financials,Financials
BLITZ.TA,Blitz Technologies Ltd,Israel,Israel,Financials,Financials
EMDV.TA,Emilia Development OFG Ltd,Israel,Israel,Financials,Financials
EXPO.TA,Export Investment Co Ltd,Israel,Israel,Financials,Financials
SRAC.TA,SR Accord Ltd,Israel,Israel,Financials,Financials
NAWI.TA,Nawi Group Ltd,Israel,Israel,Financials,Financials
MMHD.TA,Menora Mivtachim Holdings Ltd,Israel,Israel,Financials,Financials
PHOE.TA,Phoenix Financial Ltd,Israel,Israel,Financials,Financials
JBNK.TA,Bank of Jerusalem Ltd,Israel,Israel,Financials,Financials
GUID.TA,Guideline Group Information Technologies Ltd,Israel,Israel,Financials,Financials
IBI.TA,IBI Investment House Ltd,Israel,Israel,Financials,Financials
ZUR.TA,Zur Shamir Holdings Ltd,Israel,Israel,Financials,Financials
FIBIH.TA,FIBI Holdings Ltd,Israel,Israel,Financials,Financials
CLIS.TA,Clal Insurance Enterprises Holdings Ltd,Israel,Israel,Financials,Financials
POLI.TA,Bank Hapoalim BM,Israel,Israel,Financials,Financials
AYAL.TA,Ayalon Insurance Company Ltd,Israel,Israel,Financials,Financials
MGDL.TA,Migdal Insurance and Financial Holdings Ltd,Israel,Israel,Financials,Financials
DSCT.TA,Israel Discount Bank Ltd,Israel,Israel,Financials,Financials
MISH.TA,Mivtach Shamir Holdings Ltd,Israel,Israel,Financials,Financials
PEN.TA,Peninsula Group Ltd,Israel,Israel,Financials,Financials
VISN.TA,Vision Sigma Ltd,Israel,Israel,Financials,Financials
HARL.TA,Harel Insurance Investments and Financial Services Ltd,Israel,Israel,Financials,Financials
ELRN.TA,Elron Ventures Ltd,Israel,Israel,Financials,Financials
TUZA.TA,Teuza A Fairchild Technology Venture Ltd,Israel,Israel,Financials,Financials
LUMI.TA,Bank Leumi Le Israel BM,Israel,Israel,Financials,Financials
GIBUI.TA,Gibui Holdings Ltd,Israel,Israel,Financials,Financials
FIBI.TA,First International Bank of Israel Ltd,Israel,Israel,Financials,Financials
MIA.TA,Mia Dynamics Motors Ltd,Israel,Israel,Financials,Financials
ANLT.TA,Analyst IMS Investment Management Services Ltd,Israel,Israel,Financials,Financials
ELDAV.TA,Eldav Investments Ltd,Israel,Israel,Financials,Financials
MZTF.TA,Mizrahi Tefahot Bank Ltd,Israel,Israel,Financials,Financials
SHOM.TA,EN Shoham Business Ltd,Israel,Israel,Financials,Financials
TNPV.TA,Technoplus Ventures Ltd,Israel,Israel,Financials,Financials
IBIU.TA,IBI Managing & Underwriting Ltd,Israel,Israel,Financials,Financials
MTAV.TA,Meitav Investment House Ltd,Israel,Israel,Financials,Financials
YBOX.TA,Ybox Real Estate Ltd,Israel,Israel,Financials,Financials
OPAL.TA,Opal Balance Investments Ltd,Israel,Israel,Financials,Financials
ATRY.TA,Atreyu Capital Markets Ltd,Israel,Israel,Financials,Financials
CPTP.TA,Capital Point Ltd,Israel,Israel,Financials,Financials
SPRG.TA,Spring Ventures Ltd,Israel,Israel,Financials,Financials
GAON.TA,B Gaon Holdings Ltd,Israel,Israel,Financials,Financials
EFNC.TA,Erech Finance Cahalacha Ltd,Israel,Israel,Financials,Financials
PLUSP.L,Plus500 Ltd,Israel,Israel,Financials,Financials
IDIN.TA,IDI Insurance Company Ltd,Israel,Israel,Financials,Financials
THET.SI,Trendlines Group Ltd,Israel,Israel,Financials,Financials
MRIN.TA,YD More Investments Ltd,Israel,Israel,Financials,Financials
TASE.TA,Tel Aviv Stock Exchange Ltd,Israel,Israel,Financials,Financials
KRDI.TA,Kardan Israel Ltd,Israel,Israel,Financials,Financials
STTTF.PK,Splitit Ltd,Israel,Israel,Financials,Financials
ISCD.TA,Isracard Ltd,Israel,Israel,Financials,Financials
SHVA.TA,Automatic Bank Services Ltd,Israel,Israel,Financials,Financials
DIFI.TA,Direct Finance of Direct Group 2006 Ltd,Israel,Israel,Financials,Financials
UNCTp.TA,Unicorn Technologies LP,Israel,Israel,Financials,Financials
AMDAp.TA,Almeda Ventures LP,Israel,Israel,Financials,Financials
MNIF.TA,Menif Financial Services Ltd,Israel,Israel,Financials,Financials
MLRN.TA,MLRN Projects and Trade Ltd,Israel,Israel,Financials,Financials
BLND.TA,Blender Financial Technologies Ltd,Israel,Israel,Financials,Financials
BIGTp.TA,Big Tech 50 R & D LP,Israel,Israel,Financials,Financials
MCMN.TA,Michman Finance Ltd,Israel,Israel,Financials,Financials
WESR.TA,Wesure Global Tech Ltd,Israel,Israel,Financials,Financials
FEATp.TA,Feat Fund Investments LP,Israel,Israel,Financials,Financials
IARGp.TA,Iargento High Tech Assets LP,Israel,Israel,Financials,Financials
STEC.TA,Sure-Tech Investments LP,Israel,Israel,Financials,Financials
UNTCp.TA,Unic-Tech LP,Israel,Israel,Financials,Financials
GMLA.TA,Gamla Harel Residential Real-Estate Ltd,Israel,Israel,Financials,Financials
BULL.TA,Bull Trading and Investment Ltd,Israel,Israel,Financials,Financials
LBRA.TA,Libra Insurance Company Ltd,Israel,Israel,Financials,Financials
BRKT.TA,Bareket Capital Ltd,Israel,Israel,Financials,Financials
MNRAp.TA,Menara Ventures XL LP,Israel,Israel,Financials,Financials
MCLL.TA,Michlol Finance Ltd,Israel,Israel,Financials,Financials
PMNT.TA,Payment Financial Technologies Ltd,Israel,Israel,Financials,Financials
MPP.TA,More Provident Funds and Pension Ltd,Israel,Israel,Financials,Financials
JCFN.TA,Jacob Finance and Investments Ltd,Israel,Israel,Financials,Financials
ALTF.TA,Altshuler Shaham Financial Ltd,Israel,Israel,Financials,Financials
MTRD.TA,Meitav Trade Investments Ltd,Israel,Israel,Financials,Financials
EIBL.PSX,Escorts Investment Bank Ltd,Pakistan,Pakistan,Financials,Financials
FYBL.PSX,Faysal Bank Ltd,Pakistan,Pakistan,Financials,Financials
FPMM.PSX,First Paramount Modaraba,Pakistan,Pakistan,Financials,Financials
IGIL.PSX,IGI Life Insurance Ltd,Pakistan,Pakistan,Financials,Financials
FIRS.PSX,First Dawood Properties Ltd,Pakistan,Pakistan,Financials,Financials
SILK.PSX,Silkbank Ltd,Pakistan,Pakistan,Financials,Financials
FFLM.PSX,First Fidelity Leasing Modaraba,Pakistan,Pakistan,Financials,Financials
JLIC.PSX,Jubilee Life Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
ASKI.PSX,Askari General Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
EFUA.PSX,EFU Life Assurance Ltd,Pakistan,Pakistan,Financials,Financials
ADIN.PSX,Adamjee Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
INVS.PSX,Invest Capital Investment Bank Ltd,Pakistan,Pakistan,Financials,Financials
ASBK.PSX,Askari Bank Ltd,Pakistan,Pakistan,Financials,Financials
BFMD.PSX,B F Modaraba,Pakistan,Pakistan,Financials,Financials
BKEQ.PSX,Bank AL-Habib Ltd,Pakistan,Pakistan,Financials,Financials
BOPU.PSX,Bank of Punjab,Pakistan,Pakistan,Financials,Financials
BRRG.PSX,BRR Guardian Ltd,Pakistan,Pakistan,Financials,Financials
JSCO.PSX,Jahangir Siddiqui & Company Ltd,Pakistan,Pakistan,Financials,Financials
CRIN.PSX,Century Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
CSTR.PSX,Crescent Star Insurance Ltd,Pakistan,Pakistan,Financials,Financials
CYAN.PSX,Cyan Ltd,Pakistan,Pakistan,Financials,Financials
EAWE.PSX,East West Insurance Co Ltd,Pakistan,Pakistan,Financials,Financials
EFUI.PSX,EFU General Insurance Ltd,Pakistan,Pakistan,Financials,Financials
ELCM.PSX,First Elite Capital Modaraba,Pakistan,Pakistan,Financials,Financials
OLPM.PSX,OLP Modaraba,Pakistan,Pakistan,Financials,Financials
HABI.PSX,Habib Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
HABM.PSX,First Habib Modaraba,Pakistan,Pakistan,Financials,Financials
IGI.PSX,IGI Holdings Ltd,Pakistan,Pakistan,Financials,Financials
SHAH.PSX,Shaheen Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
MCB.PSX,MCB Bank Ltd,Pakistan,Pakistan,Financials,Financials
HMB.PSX,Habib Metropolitan Bank Ltd,Pakistan,Pakistan,Financials,Financials
ATIL.PSX,Atlas Insurance Ltd,Pakistan,Pakistan,Financials,Financials
JGIC.PSX,Jubilee General Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
TRUS.PSX,Trust Investment Bank Ltd,Pakistan,Pakistan,Financials,Financials
TRUM.PSX,Trust Modaraba,Pakistan,Pakistan,Financials,Financials
UNTD.PSX,United Insurance Company of Pakistan Ltd,Pakistan,Pakistan,Financials,Financials
UNVI.PSX,Universal Insurance Co Ltd,Pakistan,Pakistan,Financials,Financials
OLPF.PSX,OLP Financial Services Pakistan Ltd,Pakistan,Pakistan,Financials,Financials
PRIC.PSX,Pakistan Reinsurance Company Ltd,Pakistan,Pakistan,Financials,Financials
1ALN.PSX,First Al-Noor Modaraba,Pakistan,Pakistan,Financials,Financials
INL.PSX,786 Investments Ltd,Pakistan,Pakistan,Financials,Financials
PREI.PSX,Premier Insurance Ltd,Pakistan,Pakistan,Financials,Financials
RELN.PSX,Reliance Insurance Co Ltd,Pakistan,Pakistan,Financials,Financials
1PUJ.PSX,First Punjab Modaraba,Pakistan,Pakistan,Financials,Financials
IBLM.PSX,First IBL Modaraba,Pakistan,Pakistan,Financials,Financials
AKDH.PSX,AKD Hospitality Ltd,Pakistan,Pakistan,Financials,Financials
SECI.PSX,Security Investment Bank Ltd,Pakistan,Pakistan,Financials,Financials
SILV.PSX,Silver Star Insurance Co Ltd,Pakistan,Pakistan,Financials,Financials
SONA.PSX,Soneri Bank Ltd,Pakistan,Pakistan,Financials,Financials
SAUD.PSX,Saudi Pak Leasing Company Ltd,Pakistan,Pakistan,Financials,Financials
ASKA.PSX,Askari Life Assurance Company Ltd,Pakistan,Pakistan,Financials,Financials
SECL.PSX,Security Leasing Corporation Ltd,Pakistan,Pakistan,Financials,Financials
PGIL.PSX,Pakistan General Insurance Company Ltd,Pakistan,Pakistan,Financials,Financials
1CSC.PSX,First Capital Securities Corporation Ltd,Pakistan,Pakistan,Financials,Financials
GRAL.PSX,Grays Leasing Ltd,Pakistan,Pakistan,Financials,Financials
AMZN.PSX,Meezan Bank Ltd,Pakistan,Pakistan,Financials,Financials
ARIF.PSX,Arif Habib Corporation Ltd,Pakistan,Pakistan,Financials,Financials
NBPK.PSX,National Bank of Pakistan,Pakistan,Pakistan,Financials,Financials
SBL.PSX,Samba Bank Ltd,Pakistan,Pakistan,Financials,Financials
FNBM.PSX,First National Bank Modaraba,Pakistan,Pakistan,Financials,Financials
BAFL.PSX,Bank Alfalah Ltd,Pakistan,Pakistan,Financials,Financials
AMBL.PSX,Apna Microfinance Bank Ltd,Pakistan,Pakistan,Financials,Financials
FNEL.PSX,First National Equities Ltd,Pakistan,Pakistan,Financials,Financials
UBL.PSX,United Bank Ltd,Pakistan,Pakistan,Financials,Financials
ABL.PSX,Allied Bank Ltd,Pakistan,Pakistan,Financials,Financials
BOK.PSX,Bank of Khyber,Pakistan,Pakistan,Financials,Financials
BIPL.PSX,BankIslami Pakistan Limited,Pakistan,Pakistan,Financials,Financials
AHL.PSX,Arif Habib Ltd,Pakistan,Pakistan,Financials,Financials
PIL.PSX,PICIC Insurance Ltd,Pakistan,Pakistan,Financials,Financials
JSGC.PSX,JS Global Capital Ltd,Pakistan,Pakistan,Financials,Financials
JSBL.PSX,JS Bank Ltd,Pakistan,Pakistan,Financials,Financials
SCBP.PSX,Standard Chartered Bank (Pakistan) Ltd,Pakistan,Pakistan,Financials,Financials
JSIL.PSX,JS Investments Ltd,Pakistan,Pakistan,Financials,Financials
PASL.PSX,Pervez Ahmed Consultancy Services Limited,Pakistan,Pakistan,Financials,Financials
HBL.PSX,Habib Bank Ltd,Pakistan,Pakistan,Financials,Financials
BANK.PSX,Bank Makramah Ltd,Pakistan,Pakistan,Financials,Financials
INTM.PSX,Efg Hermes Pakistan Ltd,Pakistan,Pakistan,Financials,Financials
DEL.PSX,Dawood Equities Ltd,Pakistan,Pakistan,Financials,Financials
AKDS.PSX,AKD Securities Ltd,Pakistan,Pakistan,Financials,Financials
FCIB.PSX,First Credit & Investment Bank Ltd,Pakistan,Pakistan,Financials,Financials
MCBI.PSX,MCB Investment Management Ltd,Pakistan,Pakistan,Financials,Financials
KAmad.KA,Pakistan Stock Exchange Ltd,Pakistan,Pakistan,Financials,Financials
TPLI.PSX,TPL Insurance Ltd,Pakistan,Pakistan,Financials,Financials
NEXT.PSX,Next Capital Ltd,Pakistan,Pakistan,Financials,Financials
SMOD.PSX,Sindh Modaraba Management Ltd,Pakistan,Pakistan,Financials,Financials
FCEL.PSX,First Capital Equities Limted,Pakistan,Pakistan,Financials,Financials
ADAM.PSX,Adamjee Life Assurance Co Ltd,Pakistan,Pakistan,Financials,Financials
LSEC.PSX,LSE Capital Ltd,Pakistan,Pakistan,Financials,Financials
LSEF.PSX,LSE Financial Services Ltd,Pakistan,Pakistan,Financials,Financials
UDLN.PSX,UDL International Ltd,Pakistan,Pakistan,Financials,Financials
BDMN.JK,Bank Danamon Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BNII.JK,Bank Maybank Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
SMMA.JK,Sinar Mas Multiartha Tbk PT,Indonesia,Indonesia,Financials,Financials
AHAP.JK,Asuransi Harta Aman Pratama Tbk PT,Indonesia,Indonesia,Financials,Financials
ASRM.JK,Asuransi Ramayana Tbk PT,Indonesia,Indonesia,Financials,Financials
GSMF.JK,Equity Development Investment Tbk PT,Indonesia,Indonesia,Financials,Financials
PANS.JK,Panin Sekuritas Tbk PT,Indonesia,Indonesia,Financials,Financials
BBNI.JK,Bank Negara Indonesia (Persero) Tbk PT,Indonesia,Indonesia,Financials,Financials
ABDA.JK,Asuransi Bina Dana Arta Tbk PT,Indonesia,Indonesia,Financials,Financials
ASBI.JK,Asuransi Bintang Tbk PT,Indonesia,Indonesia,Financials,Financials
ASDM.JK,Asuransi Dayin Mitra Tbk PT,Indonesia,Indonesia,Financials,Financials
PNLF.JK,Panin Financial Tbk PT,Indonesia,Indonesia,Financials,Financials
BNLI.JK,Bank Permata Tbk PT,Indonesia,Indonesia,Financials,Financials
BBLD.JK,Buana Finance Tbk PT,Indonesia,Indonesia,Financials,Financials
BNGA.JK,Bank CIMB Niaga Tbk PT,Indonesia,Indonesia,Financials,Financials
BFIN.JK,BFI Finance Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
CFIN.JK,Clipan Finance Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
INPC.JK,Bank Artha Graha Internasional Tbk PT,Indonesia,Indonesia,Financials,Financials
MREI.JK,Maskapai Reasuransi Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
POOL.JK,Pool Advista Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
PNBN.JK,Bank Pan Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
PNIN.JK,Paninvest Tbk PT,Indonesia,Indonesia,Financials,Financials
BCIC.JK,Bank JTrust Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
LPGI.JK,Lippo General Insurance Tbk PT,Indonesia,Indonesia,Financials,Financials
LPPS.JK,Lenox Pasifik Investama Tbk PT,Indonesia,Indonesia,Financials,Financials
NISP.JK,Bank OCBC NISP Tbk PT,Indonesia,Indonesia,Financials,Financials
MAYA.JK,Bank Mayapada Internasional Tbk PT,Indonesia,Indonesia,Financials,Financials
DEFI.JK,Danasupra Erapacific Tbk PT,Indonesia,Indonesia,Financials,Financials
MEGA.JK,Bank Mega Tbk PT,Indonesia,Indonesia,Financials,Financials
BVIC.JK,Bank Victoria International Tbk PT,Indonesia,Indonesia,Financials,Financials
BCAP.JK,MNC Kapital Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BBCA.JK,Bank Central Asia Tbk PT,Indonesia,Indonesia,Financials,Financials
PLAS.JK,Polaris Investama Tbk PT,Indonesia,Indonesia,Financials,Financials
BEKS.JK,Bank Pembangunan Daerah Banten Tbk PT,Indonesia,Indonesia,Financials,Financials
TRIM.JK,Trimegah Sekuritas Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BSWD.JK,Bank Of India Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BABP.JK,Bank MNC Internasional Tbk PT,Indonesia,Indonesia,Financials,Financials
BKSW.JK,Bank QNB Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
TRUS.JK,Trust Finance Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
APIC.JK,PT Pacific Strategic Financial Tbk,Indonesia,Indonesia,Financials,Financials
BMRI.JK,Bank Mandiri (Persero) Tbk PT,Indonesia,Indonesia,Financials,Financials
AGRO.JK,Bank Raya Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
OCAP.JK,Onix Capital Tbk PT,Indonesia,Indonesia,Financials,Financials
BBRI.JK,Bank Rakyat Indonesia (Persero) Tbk PT,Indonesia,Indonesia,Financials,Financials
ASJT.JK,Asuransi Jasa Tania Tbk PT,Indonesia,Indonesia,Financials,Financials
ADMF.JK,Adira Dinamika Multi Finance Tbk PT,Indonesia,Indonesia,Financials,Financials
HADE.JK,Himalaya Energi Perkasa Tbk PT,Indonesia,Indonesia,Financials,Financials
WOMF.JK,Wahana Ottomitra Multiartha Tbk PT,Indonesia,Indonesia,Financials,Financials
YULE.JK,Yulie Sekuritas Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
PEGE.JK,Panca Global Kapital Tbk PT,Indonesia,Indonesia,Financials,Financials
RELI.JK,Reliance Sekuritas Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
MFIN.JK,Mandala Multifinance Tbk PT,Indonesia,Indonesia,Financials,Financials
AMAG.JK,Asuransi Multi Artha Guna Tbk PT,Indonesia,Indonesia,Financials,Financials
BNBA.JK,Bank Bumi Arta Tbk PT,Indonesia,Indonesia,Financials,Financials
BBKP.JK,Bank KB Bukopin Tbk PT,Indonesia,Indonesia,Financials,Financials
SDRA.JK,Bank Woori Saudara Indonesia 1906 Tbk PT,Indonesia,Indonesia,Financials,Financials
MCOR.JK,Bank China Construction Bank Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BACA.JK,Bank Capital Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BTPN.JK,PT Bank SMBC Indonesia Tbk,Indonesia,Indonesia,Financials,Financials
BJBR.JK,Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk PT,Indonesia,Indonesia,Financials,Financials
VRNA.JK,Mizuho Leasing Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BPFI.JK,Woori Finance Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BBTN.JK,Bank Tabungan Negara (Persero) Tbk PT,Indonesia,Indonesia,Financials,Financials
BSIM.JK,Bank Sinarmas Tbk PT,Indonesia,Indonesia,Financials,Financials
PADI.JK,Minna Padi Investama Sekuritas Tbk PT,Indonesia,Indonesia,Financials,Financials
BMAS.JK,Bank Maspion Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk PT,Indonesia,Indonesia,Financials,Financials
HDFA.JK,Radana Bhaskara Finance Tbk PT,Indonesia,Indonesia,Financials,Financials
IBFN.JK,Intan Baru Prana Tbk PT,Indonesia,Indonesia,Financials,Financials
TIFA.JK,KDB Tifa Finance Tbk PT,Indonesia,Indonesia,Financials,Financials
STAR.JK,Buana Artha Anugerah Tbk PT,Indonesia,Indonesia,Financials,Financials
ASMI.JK,Asuransi Maximus Graha Persada Tbk PT,Indonesia,Indonesia,Financials,Financials
BGTG.JK,Bank Ganesha Tbk PT,Indonesia,Indonesia,Financials,Financials
BBMD.JK,Bank Mestika Dharma Tbk PT,Indonesia,Indonesia,Financials,Financials
AGRS.JK,Bank IBK Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
NOBU.JK,Bank Nationalnobu Tbk PT,Indonesia,Indonesia,Financials,Financials
SRTG.JK,Saratoga Investama Sedaya Tbk PT,Indonesia,Indonesia,Financials,Financials
VICO.JK,Victoria Investama Tbk PT,Indonesia,Indonesia,Financials,Financials
DNAR.JK,Bank Oke Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
IMJS.JK,Indomobil Multi Jasa Tbk PT,Indonesia,Indonesia,Financials,Financials
PNBS.JK,Bank Panin Dubai Syariah Tbk PT,Indonesia,Indonesia,Financials,Financials
BINA.JK,Bank Ina Perdana Tbk PT,Indonesia,Indonesia,Financials,Financials
BPII.JK,Batavia Prosperindo Internasional Tbk PT,Indonesia,Indonesia,Financials,Financials
BBYB.JK,PT Bank Neo Commerce Tbk,Indonesia,Indonesia,Financials,Financials
BRIS.JK,Pt Bank Syariah Indonesia Tbk,Indonesia,Indonesia,Financials,Financials
BBHI.JK,Allo Bank Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
VINS.JK,Victoria Insurance Tbk PT,Indonesia,Indonesia,Financials,Financials
ARTO.JK,Bank Jago Tbk PT,Indonesia,Indonesia,Financials,Financials
CASA.JK,Capital Financial Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
MTWI.JK,Malacca Trust Wuwungan Insurance Tbk PT,Indonesia,Indonesia,Financials,Financials
MCAS.JK,M Cash Integrasi Tbk PT,Indonesia,Indonesia,Financials,Financials
JMAS.JK,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk PT,Indonesia,Indonesia,Financials,Financials
BTPS.JK,Bank BTPN Syariah Tbk PT,Indonesia,Indonesia,Financials,Financials
TUGU.JK,Asuransi Tugu Pratama Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
POLA.JK,Pool Advista Finance Tbk PT,Indonesia,Indonesia,Financials,Financials
FUJI.JK,Fuji Finance Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
SFAN.JK,Surya Fajar Capital Tbk PT,Indonesia,Indonesia,Financials,Financials
LIFE.JK,MSIG Life Insurance Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
AMAR.JK,Bank Amar Indonesia PT,Indonesia,Indonesia,Financials,Financials
AMOR.JK,Ashmore Asset Management Indonesia PT,Indonesia,Indonesia,Financials,Financials
CASH.JK,Cashlez Worldwide Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BHAT.JK,Bhakti Multi Artha Tbk PT,Indonesia,Indonesia,Financials,Financials
BBSI.JK,Krom Bank Indonesia Tbk PT,Indonesia,Indonesia,Financials,Financials
BANK.JK,Bank Aladin Syariah Tbk PT,Indonesia,Indonesia,Financials,Financials
MASB.JK,Bank Multiarta Sentosa PT,Indonesia,Indonesia,Financials,Financials
VTNY.JK,Venteny Fortuna International PT Tbk,Indonesia,Indonesia,Financials,Financials
TOSK.JK,Pt Topindo Solusi Komunika,Indonesia,Indonesia,Financials,Financials
MPIX.JK,Mitra Pedagang Indonesia PT Tbk,Indonesia,Indonesia,Financials,Financials
BPI.PS,Bank of the Philippine Islands,Philippines,Philippines,Financials,Financials
CBC.PS,China Banking Corp,Philippines,Philippines,Financials,Financials
MBT.PS,Metropolitan Bank and Trust Co,Philippines,Philippines,Financials,Financials
PBC.PS,Philippine Bank of Communications,Philippines,Philippines,Financials,Financials
PTC.PS,Philtrust Bank,Philippines,Philippines,Financials,Financials
PNB.PS,Philippine National Bank,Philippines,Philippines,Financials,Financials
RCB.PS,Rizal Commercial Banking Corp,Philippines,Philippines,Financials,Financials
SPM.PS,Seafront Resources Corp,Philippines,Philippines,Financials,Financials
V.PS,Vantage Equities Inc,Philippines,Philippines,Financials,Financials
APO.PS,Anglo Philippine Holdings Corp,Philippines,Philippines,Financials,Financials
SECB.PS,Security Bank Corp,Philippines,Philippines,Financials,Financials
DHI.PS,Dominion Holdings Inc,Philippines,Philippines,Financials,Financials
FAF.PS,First Abacus Financial Holdings Corp,Philippines,Philippines,Financials,Financials
MED.PS,Medco Holdings Inc,Philippines,Philippines,Financials,Financials
NXGEN.PS,Nextgenesis Corp,Philippines,Philippines,Financials,Financials
BKR.PS,Bright Kindle Resources & Investments Inc,Philippines,Philippines,Financials,Financials
UBP.PS,Union Bank of the Philippines,Philippines,Philippines,Financials,Financials
MHC.PS,Mabuhay Holdings Corp,Philippines,Philippines,Financials,Financials
ABSP.PS,ABS-CBN Holdings Corp,Philippines,Philippines,Financials,Financials
PSB.PS,Philippine Savings Bank,Philippines,Philippines,Financials,Financials
CSB.PS,Citystate Savings Bank Inc,Philippines,Philippines,Financials,Financials
