ID,Name,Country of Incorporation,Country of Incorporation,TRBC Economic Sector Name,GICS Sector Name,GICS Sector Name
TVH.BK,Thaivivat Holdings PCL,Thailand,Thailand,金融,Financials,Financials
CREDIT.BK,Thai Credit Bank PCL,Thailand,Thailand,金融,Financials,Financials
FSX.BK,Finansia X PCL,Thailand,Thailand,金融,Financials,Financials
BKIH.BK,BKI Holdings PCL,Thailand,Thailand,金融,Financials,Financials
KCCm.BK,Knight Club Capital Holding PCL,Thailand,Thailand,金融,Financials,Financials
YKBNK.IS,Yapi ve Kredi Bankasi AS,Turkey,Turkey,金融,Financials,Financials
GRNYO.IS,Garanti Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
QNBTR.IS,Qnb Bank AS,Turkey,Turkey,金融,Financials,Financials
TSKB.IS,Turkiye Sinai Kalkinma Bankasi AS,Turkey,Turkey,金融,Financials,Financials
ICBCT.IS,ICBC Turkey Bank AS,Turkey,Turkey,金融,Financials,Financials
KLNMA.IS,Turkiye Kalkinma ve Yatirim Bankasi AS,Turkey,Turkey,金融,Financials,Financials
GARAN.IS,Turkiye Garanti Bankasi AS,Turkey,Turkey,金融,Financials,Financials
VAKFN.IS,Vakif Finansal Kiralama AS,Turkey,Turkey,工業品,Financials,Financials
QNBFK.IS,Qnb Finansal Kiralama AS,Turkey,Turkey,金融,Financials,Financials
SAHOL.IS,Haci Omer Sabanci Holding AS,Turkey,Turkey,金融,Financials,Financials
AKBNK.IS,Akbank TAS,Turkey,Turkey,金融,Financials,Financials
ANSGR.IS,Anadolu Anonim Turk Sigorta Sti,Turkey,Turkey,金融,Financials,Financials
SKBNK.IS,Sekerbank TAS,Turkey,Turkey,金融,Financials,Financials
DAGHL.IS,Dagi Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
BRYAT.IS,Borusan Yatirim ve Pazarlama AS,Turkey,Turkey,基礎原材料,Financials,Financials
ATSYH.IS,Atlantis Yatirim Holding AS,Turkey,Turkey,非週期性消費品,Financials,Financials
ISCTR.IS,Turkiye Is Bankasi AS,Turkey,Turkey,金融,Financials,Financials
VKFYO.IS,Vakif Menkul Kiymet Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
INVEO.IS,Inveo Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
GLYHO.IS,Global Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
ISYAT.IS,Is Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
DZGYO.IS,Deniz Gayrimenkul Yatirim Ortakligi AS,Turkey,Turkey,房地產,Financials,Financials
MTRYO.IS,Metro Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
GARFA.IS,Garanti Faktoring AS,Turkey,Turkey,金融,Financials,Financials
ATLAS.IS,Atlas Menkul Kiymetler Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
TURSG.IS,Turkiye Sigorta AS,Turkey,Turkey,金融,Financials,Financials
AKGRT.IS,AK Sigorta AS,Turkey,Turkey,金融,Financials,Financials
RAYSG.IS,Ray Sigorta AS,Turkey,Turkey,金融,Financials,Financials
CRDFA.IS,Creditwest Faktoring AS,Turkey,Turkey,金融,Financials,Financials
ISFIN.IS,Is Finansal Kiralama AS,Turkey,Turkey,金融,Financials,Financials
ICUGS.IS,Icu Girisim Sermayesi Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
ANHYT.IS,Anadolu Hayat Emeklilik AS,Turkey,Turkey,金融,Financials,Financials
YESIL.IS,Yesil Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
SEKFK.IS,Seker Finansal Kiralama AS,Turkey,Turkey,金融,Financials,Financials
ISGSY.IS,Is Girisim Sermayesi Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
MARKA.IS,Marka Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
VAKBN.IS,Turkiye Vakiflar Bankasi TAO,Turkey,Turkey,金融,Financials,Financials
GLRYH.IS,Guler Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
EUYO.IS,Euro Menkul Kiymet Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
HUBVC.IS,Hub Girisim Sermayesi Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
OYAYO.IS,OYAK Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
HALKB.IS,Turkiye Halk Bankasi AS,Turkey,Turkey,金融,Financials,Financials
ISMEN.IS,Is Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
ALBRK.IS,Albaraka Turk Katilim Bankasi AS,Turkey,Turkey,金融,Financials,Financials
ETYAT.IS,Euro Trend Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
LRSHO.IS,Loras Holding AS,Turkey,Turkey,房地產,Financials,Financials
GOZDE.IS,Gozde Girisim Sermayesi Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
EUHOL.IS,Euro Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
GEDIK.IS,Gedik Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
AGESA.IS,Agesa Hayat ve Emeklilik AS,Turkey,Turkey,金融,Financials,Financials
INFO.IS,Info Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
GLBMD.IS,Global Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
EUKYO.IS,Euro Kapital Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
OSMEN.IS,Osmanli Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
DENGE.IS,Denge Yatirim Holding AS,Turkey,Turkey,工業品,Financials,Financials
VERUS.IS,Verusa Holding AS,Turkey,Turkey,基礎原材料,Financials,Financials
LIDFA.IS,Lider Faktoring AS,Turkey,Turkey,金融,Financials,Financials
HDFGS.IS,Hedef Girisim Sermayesi Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
VERTU.IS,Verusaturk Girisim Sermayesi Yatirim Ortakligi AS,Turkey,Turkey,金融,Financials,Financials
RPFGY.IS,Fiba Portfoy Yonetimi AS,Turkey,Turkey,金融,Financials,Financials
MTRKS.IS,Matriks Bilgi Dagitim Hizmetleri AS,Turkey,Turkey,技術,Financials,Financials
ULUFA.IS,Ulusal Faktoring AS,Turkey,Turkey,金融,Financials,Financials
OYYAT.IS,Oyak Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
GLCVY.IS,Gelecek Varlik Yonetimi AS,Turkey,Turkey,金融,Financials,Financials
UNLU.IS,Unlu Yatirim Holding AS,Turkey,Turkey,金融,Financials,Financials
HEDEF.IS,Hedef Holding AS,Turkey,Turkey,金融,Financials,Financials
A1CAP.IS,A1 Capital Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
INVES.IS,Investco Holding AS,Turkey,Turkey,金融,Financials,Financials
BRKVY.IS,Birikim Varlik Yonetim AS,Turkey,Turkey,金融,Financials,Financials
TERA.IS,Tera Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
BINHO.IS,1000 Yatirimlar Holding AS,Turkey,Turkey,非週期性消費品,Financials,Financials
SKYMD.IS,Seker Yatirim Menkul Degerler AS,Turkey,Turkey,金融,Financials,Financials
OCBC.SI,Oversea-Chinese Banking Corporation Ltd,Singapore,Singapore,金融,Financials,Financials
GELA.SI,Great Eastern Holdings Ltd,Singapore,Singapore,金融,Financials,Financials
UOBH.SI,United Overseas Bank Ltd,Singapore,Singapore,金融,Financials,Financials
BMHL.SI,British and Malayan Trustees Ltd,Singapore,Singapore,金融,Financials,Financials
SINV.SI,Sing Investments & Finance Ltd,Singapore,Singapore,金融,Financials,Financials
SBDS.SI,Singapura Finance Ltd,Singapore,Singapore,金融,Financials,Financials
UOIS.SI,United Overseas Insurance Ltd,Singapore,Singapore,金融,Financials,Financials
DBSM.SI,DBS Group Holdings Ltd,Singapore,Singapore,金融,Financials,Financials
HLSF.SI,Hong Leong Finance Ltd,Singapore,Singapore,金融,Financials,Financials
IFAC.SI,IFS Capital Ltd,Singapore,Singapore,金融,Financials,Financials
TIHL.SI,TIH Ltd,Singapore,Singapore,金融,Financials,Financials
PCEN.SI,Pacific Century Regional Developments Ltd,Singapore,Singapore,金融,Financials,Financials
PLAT.SI,Plato Capital Ltd,Singapore,Singapore,技術,Financials,Financials
SGXL.SI,Singapore Exchange Ltd,Singapore,Singapore,金融,Financials,Financials
UOKH.SI,UOB-Kay Hian Holdings Ltd,Singapore,Singapore,金融,Financials,Financials
NPFH.SI,Net Pacific Financial Holdings Ltd,Singapore,Singapore,金融,Financials,Financials
UAFC.SI,Uni-Asia Group Ltd,Singapore,Singapore,工業品,Financials,Financials
OXPA.SI,Oxpay Financial Ltd,Singapore,Singapore,工業品,Financials,Financials
FOIL.SI,Forise International Ltd,Singapore,Singapore,工業品,Financials,Financials
ONEA.SI,Oneapex Ltd,Singapore,Singapore,房地產,Financials,Financials
VAMG.SI,Valuemax Group Ltd,Singapore,Singapore,週期性消費品,Financials,Financials
8IH.AX,8I Holdings Ltd,Singapore,Singapore,金融,Financials,Financials
IFAS.SI,IFAST Corporation Ltd,Singapore,Singapore,技術,Financials,Financials
8313.HK,ZACD Group Ltd,Singapore,Singapore,金融,Financials,Financials
OIOH.SI,OIO Holdings Ltd,Singapore,Singapore,技術,Financials,Financials
V2YC.SI,V2Y Corporation Ltd,Singapore,Singapore,金融,Financials,Financials
EQOSQ.PK,Eqonex Ltd,Singapore,Singapore,技術,Financials,Financials
YANZ.SI,Yangzijiang Financial Holding Ltd,Singapore,Singapore,金融,Financials,Financials
DFIN.BO,Dharani Finance Ltd,India,India,金融,Financials,Financials
KBNK.NS,Karnataka Bank Ltd,India,India,金融,Financials,Financials
PIRA.NS,Piramal Enterprises Ltd,India,India,金融,Financials,Financials
BOXY.BO,Bombay Oxygen Investments Ltd,India,India,金融,Financials,Financials
HDBK.NS,HDFC Bank Ltd,India,India,金融,Financials,Financials
TINV.NS,Tata Investment Corporation Ltd,India,India,金融,Financials,Financials
AMPC.BO,Ambitious Plastomac Company Ltd,India,India,房地產,Financials,Financials
MAXI.NS,Max Financial Services Ltd,India,India,金融,Financials,Financials
DNBK.NS,Dhanlaxmi Bank Ltd,India,India,金融,Financials,Financials
BAID.NS,Baid Finserv Ltd,India,India,金融,Financials,Financials
CAPT.NS,Capital Trust Ltd,India,India,金融,Financials,Financials
CHCI.BO,Chartered Capital and Investment Ltd,India,India,金融,Financials,Financials
UGRO.NS,Ugro Capital Ltd,India,India,金融,Financials,Financials
CSLF.NS,CSL Finance Ltd,India,India,金融,Financials,Financials
CUBI.BO,Cubical Financial Services Ltd,India,India,金融,Financials,Financials
PHCP.BO,P H Capital Ltd,India,India,金融,Financials,Financials
TNVE.NS,Investment Trust of India Ltd,India,India,金融,Financials,Financials
SVIL.BO,Silicon Valley Infotech Ltd,India,India,金融,Financials,Financials
ICCL.BO,Indo Credit Capital Ltd,India,India,金融,Financials,Financials
ABFS.BO,Abirami Financial Services (India) Ltd,India,India,金融,Financials,Financials
PAIN.BO,Pan India Corp Ltd,India,India,金融,Financials,Financials
AJCM.BO,Ajcon Global Services Ltd,India,India,金融,Financials,Financials
CTBK.NS,City Union Bank Ltd,India,India,金融,Financials,Financials
KHSE.NS,Khandwala Securities Ltd,India,India,金融,Financials,Financials
JKBK.NS,Jammu and Kashmir Bank Ltd,India,India,金融,Financials,Financials
ADMF.BO,AD- Manum Finance Ltd,India,India,金融,Financials,Financials
IDLE.BO,India Lease Development Ltd,India,India,金融,Financials,Financials
IGFL.BO,Inter Globe Finance Ltd,India,India,金融,Financials,Financials
IMBS.NS,Indbank Merchant Banking Services Ltd,India,India,金融,Financials,Financials
INDI.NS,Industrial Investment Trust Ltd,India,India,金融,Financials,Financials
MARO.BO,Margo Finance Ltd,India,India,金融,Financials,Financials
ISLC.BO,Isl Consulting Ltd,India,India,金融,Financials,Financials
INCC.BO,Intec Capital Ltd,India,India,金融,Financials,Financials
ISFL.BO,ISF Ltd,India,India,金融,Financials,Financials
KEYN.NS,Keynote Financial Services Ltd,India,India,金融,Financials,Financials
SEVE.BO,Seven Hill Industries Ltd,India,India,金融,Financials,Financials
KZLE.BO,K Z Leasing and Finance Ltd,India,India,金融,Financials,Financials
ASTB.BO,Astal Laboratories Ltd,India,India,金融,Financials,Financials
MANF.BO,Mansi Finance (Chennai) Ltd,India,India,金融,Financials,Financials
MATH.BO,Mathew Easow Research Securities Ltd,India,India,金融,Financials,Financials
ARUI.BO,Arunis Abode Ltd,India,India,房地產,Financials,Financials
MKTC.BO,Market Creators Ltd,India,India,金融,Financials,Financials
MDSS.BO,Modern Shares and Stockbrokers Ltd,India,India,金融,Financials,Financials
MSTT.NS,Master Trust Ltd,India,India,金融,Financials,Financials
MUTH.NS,Muthoot Capital Services Ltd,India,India,金融,Financials,Financials
HBLP.BO,HB Leasing and Finance Co Ltd,India,India,金融,Financials,Financials
YOGL.BO,Yogi Ltd,India,India,金融,Financials,Financials
PARS.BO,Parsoli Corporation Ltd,India,India,金融,Financials,Financials
PASF.BO,Pasupati Fincap Ltd,India,India,金融,Financials,Financials
AKCL.BO,A K Capital Services Ltd,India,India,金融,Financials,Financials
ALSL.NS,Almondz Global Securities Ltd,India,India,金融,Financials,Financials
BLB.NS,BLB Ltd,India,India,金融,Financials,Financials
SHMF.NS,Shriram Finance Ltd,India,India,金融,Financials,Financials
RETC.BO,Relic Technologies Ltd,India,India,金融,Financials,Financials
SCMK.BO,Standard Capital Markets Ltd,India,India,金融,Financials,Financials
SHAL.BO,Shalibhadra Finance Ltd,India,India,金融,Financials,Financials
ARVL.BO,Aravali Securities and Finance Ltd,India,India,金融,Financials,Financials
CRSV.NS,Crest Ventures Ltd,India,India,金融,Financials,Financials
SHAR.BO,Shardul Securities Ltd,India,India,金融,Financials,Financials
SUDF.BO,Sugal and Damani Share Brokers Ltd,India,India,金融,Financials,Financials
TCII.NS,Tci Finance Ltd,India,India,金融,Financials,Financials
AVAA.BO,Avasara Finance Ltd,India,India,金融,Financials,Financials
TSEC.BO,Titan Securities Ltd,India,India,金融,Financials,Financials
AASA.BO,Aastamangalam Finance Ltd,India,India,金融,Financials,Financials
SHYD.BO,Shrydus Industries Ltd,India,India,金融,Financials,Financials
ANUM.BO,Anupam Finserv Ltd,India,India,金融,Financials,Financials
MECM.BO,Mefcom Capital Markets Ltd,India,India,金融,Financials,Financials
ICCA.BO,India Cements Capital Ltd,India,India,金融,Financials,Financials
GEOJ.NS,Geojit Financial Services Ltd,India,India,金融,Financials,Financials
BOI.NS,Bank of India Ltd,India,India,金融,Financials,Financials
IDBI.NS,IDBI Bank Ltd,India,India,金融,Financials,Financials
CLIO.BO,Clio Infotech Ltd,India,India,技術,Financials,Financials
KARU.NS,Karur Vysya Bank Ltd,India,India,金融,Financials,Financials
SIBK.NS,South Indian Bank Ltd,India,India,金融,Financials,Financials
BJAT.NS,Bajaj Holdings and Investment Ltd,India,India,金融,Financials,Financials
AXBK.NS,Axis Bank Ltd,India,India,金融,Financials,Financials
FED.NS,Federal Bank Ltd,India,India,金融,Financials,Financials
DHUN.NS,Dhunseri Ventures Ltd,India,India,基礎原材料,Financials,Financials
IFCI.NS,IFCI Ltd,India,India,金融,Financials,Financials
WILM.NS,Williamson Magor and Co Ltd,India,India,金融,Financials,Financials
APLM.BO,Apollo Finvest (India) Ltd,India,India,技術,Financials,Financials
CNFH.NS,Can Fin Homes Ltd,India,India,金融,Financials,Financials
ILFS.NS,IL&FS Investment Managers Ltd,India,India,金融,Financials,Financials
HBSH.NS,HB Stockholdings Ltd,India,India,金融,Financials,Financials
IBNK.BO,Ind Bank Housing Ltd,India,India,金融,Financials,Financials
JMSH.NS,JM Financial Ltd,India,India,金融,Financials,Financials
NALS.NS,Nalwa Sons Investments Ltd,India,India,金融,Financials,Financials
BOB.NS,Bank of Baroda Ltd,India,India,金融,Financials,Financials
KTKM.NS,Kotak Mahindra Bank Ltd,India,India,金融,Financials,Financials
LKPM.BO,LKP Finance Ltd,India,India,金融,Financials,Financials
MHSC.NS,Maharashtra Scooters Ltd,India,India,金融,Financials,Financials
SWIS.BO,Swiss Military Consumer Goods Ltd,India,India,週期性消費品,Financials,Financials
JKEL.BO,Jaykay Enterprises Ltd,India,India,工業品,Financials,Financials
KECR.BO,Key Corp Ltd,India,India,金融,Financials,Financials
NAPE.BO,Naperol Investments Ltd,India,India,金融,Financials,Financials
ORCR.NS,Oriental Carbon & Chemicals Ltd,India,India,基礎原材料,Financials,Financials
PILE.BO,Pioneer Investcorp Ltd,India,India,金融,Financials,Financials
AVCA.NS,Avonmore Capital & Management Services Ltd,India,India,金融,Financials,Financials
SBI.NS,State Bank of India,India,India,金融,Financials,Financials
MCFL.NS,Mangal Credit and Fincorp Ltd,India,India,金融,Financials,Financials
CHOL.NS,Cholamandalam Financial Holdings Ltd,India,India,金融,Financials,Financials
VBDE.BO,V B Desai Financial Services Ltd,India,India,金融,Financials,Financials
VRDM.NS,Vardhman Holdings Ltd,India,India,金融,Financials,Financials
WSFX.BO,WSFx Global Pay Ltd,India,India,金融,Financials,Financials
SKFN.NS,Sakthi Finance Ltd,India,India,金融,Financials,Financials
SNFN.NS,Sundaram Finance Ltd,India,India,金融,Financials,Financials
SUMM.NS,Summit Securities Ltd,India,India,金融,Financials,Financials
