ID,Name,Country of Incorporation,Country of Incorporation,TRBC Economic Sector Name,GICS Sector Name,GICS Sector Name
4436.T,Minkabu The Infonoid Inc,Japan,Japan,工業品,Financials,Financials
7076.NG,Meinan M&A Co Ltd,Japan,Japan,工業品,Financials,Financials
4051.T,GMO Financial Gate Inc,Japan,Japan,工業品,Financials,Financials
7342.T,WealthNavi Inc,Japan,Japan,技術,Financials,Financials
7360.T,Ondeck Co Ltd,Japan,Japan,金融,Financials,Financials
7343.T,Broad-Minded Co Ltd,Japan,Japan,金融,Financials,Financials
7345.T,Ai Partners Financial Inc,Japan,Japan,金融,Financials,Financials
4073.T,Global Communication Planning Co Ltd,Japan,Japan,技術,Financials,Financials
4374.T,Robot Payment Inc,Japan,Japan,工業品,Financials,Financials
7383.T,Net Protections Holdings Inc,Japan,Japan,工業品,Financials,Financials
7163.T,SBI Sumishin Net Bank Ltd,Japan,Japan,金融,Financials,Financials
7384.T,Procrea Holdings Inc,Japan,Japan,金融,Financials,Financials
9225.T,Bridge Consulting Group Inc,Japan,Japan,工業品,Financials,Financials
9552.T,M&A Research Institute Holdings Inc,Japan,Japan,金融,Financials,Financials
7388.T,FP Partner Inc,Japan,Japan,金融,Financials,Financials
7389.T,Aichi Financial Group Inc,Japan,Japan,金融,Financials,Financials
5838.T,Rakuten Bank Ltd,Japan,Japan,金融,Financials,Financials
5836.NG,Agent Insurance Group Inc,Japan,Japan,金融,Financials,Financials
5258.T,Transaction Media Networks Inc,Japan,Japan,技術,Financials,Financials
5840.T,Nippon Souken Co Ltd,Japan,Japan,金融,Financials,Financials
5842.T,Integral Corp,Japan,Japan,金融,Financials,Financials
5590.T,Netstars Co Ltd,Japan,Japan,技術,Financials,Financials
5843.T,Nippon Insure Co Ltd,Japan,Japan,金融,Financials,Financials
9236.T,Japan M&A Solution Inc,Japan,Japan,金融,Financials,Financials
5845.T,Zenhoren Co Ltd,Japan,Japan,金融,Financials,Financials
154A.T,GAIA Inc,Japan,Japan,金融,Financials,Financials
192A.T,Integroup Inc,Japan,Japan,金融,Financials,Financials
196A.T,MFS Inc,Japan,Japan,技術,Financials,Financials
GPST.TA,Group Psagot for Finance and Investments Ltd,Israel,Israel,金融,Financials,Financials
BLITZ.TA,Blitz Technologies Ltd,Israel,Israel,金融,Financials,Financials
EMDV.TA,Emilia Development OFG Ltd,Israel,Israel,週期性消費品,Financials,Financials
EXPO.TA,Export Investment Co Ltd,Israel,Israel,金融,Financials,Financials
SRAC.TA,SR Accord Ltd,Israel,Israel,金融,Financials,Financials
NAWI.TA,Nawi Group Ltd,Israel,Israel,金融,Financials,Financials
MMHD.TA,Menora Mivtachim Holdings Ltd,Israel,Israel,金融,Financials,Financials
PHOE.TA,Phoenix Financial Ltd,Israel,Israel,金融,Financials,Financials
JBNK.TA,Bank of Jerusalem Ltd,Israel,Israel,金融,Financials,Financials
GUID.TA,Guideline Group Information Technologies Ltd,Israel,Israel,工業品,Financials,Financials
IBI.TA,IBI Investment House Ltd,Israel,Israel,金融,Financials,Financials
ZUR.TA,Zur Shamir Holdings Ltd,Israel,Israel,金融,Financials,Financials
FIBIH.TA,FIBI Holdings Ltd,Israel,Israel,金融,Financials,Financials
CLIS.TA,Clal Insurance Enterprises Holdings Ltd,Israel,Israel,金融,Financials,Financials
POLI.TA,Bank Hapoalim BM,Israel,Israel,金融,Financials,Financials
AYAL.TA,Ayalon Insurance Company Ltd,Israel,Israel,金融,Financials,Financials
MGDL.TA,Migdal Insurance and Financial Holdings Ltd,Israel,Israel,金融,Financials,Financials
DSCT.TA,Israel Discount Bank Ltd,Israel,Israel,金融,Financials,Financials
MISH.TA,Mivtach Shamir Holdings Ltd,Israel,Israel,金融,Financials,Financials
PEN.TA,Peninsula Group Ltd,Israel,Israel,金融,Financials,Financials
VISN.TA,Vision Sigma Ltd,Israel,Israel,房地產,Financials,Financials
HARL.TA,Harel Insurance Investments and Financial Services Ltd,Israel,Israel,金融,Financials,Financials
ELRN.TA,Elron Ventures Ltd,Israel,Israel,金融,Financials,Financials
TUZA.TA,Teuza A Fairchild Technology Venture Ltd,Israel,Israel,金融,Financials,Financials
LUMI.TA,Bank Leumi Le Israel BM,Israel,Israel,金融,Financials,Financials
GIBUI.TA,Gibui Holdings Ltd,Israel,Israel,金融,Financials,Financials
FIBI.TA,First International Bank of Israel Ltd,Israel,Israel,金融,Financials,Financials
MIA.TA,Mia Dynamics Motors Ltd,Israel,Israel,週期性消費品,Financials,Financials
ANLT.TA,Analyst IMS Investment Management Services Ltd,Israel,Israel,金融,Financials,Financials
ELDAV.TA,Eldav Investments Ltd,Israel,Israel,金融,Financials,Financials
MZTF.TA,Mizrahi Tefahot Bank Ltd,Israel,Israel,金融,Financials,Financials
SHOM.TA,EN Shoham Business Ltd,Israel,Israel,金融,Financials,Financials
TNPV.TA,Technoplus Ventures Ltd,Israel,Israel,金融,Financials,Financials
IBIU.TA,IBI Managing & Underwriting Ltd,Israel,Israel,金融,Financials,Financials
MTAV.TA,Meitav Investment House Ltd,Israel,Israel,金融,Financials,Financials
YBOX.TA,Ybox Real Estate Ltd,Israel,Israel,房地產,Financials,Financials
OPAL.TA,Opal Balance Investments Ltd,Israel,Israel,金融,Financials,Financials
ATRY.TA,Atreyu Capital Markets Ltd,Israel,Israel,金融,Financials,Financials
CPTP.TA,Capital Point Ltd,Israel,Israel,金融,Financials,Financials
SPRG.TA,Spring Ventures Ltd,Israel,Israel,金融,Financials,Financials
GAON.TA,B Gaon Holdings Ltd,Israel,Israel,週期性消費品,Financials,Financials
EFNC.TA,Erech Finance Cahalacha Ltd,Israel,Israel,金融,Financials,Financials
PLUSP.L,Plus500 Ltd,Israel,Israel,技術,Financials,Financials
IDIN.TA,IDI Insurance Company Ltd,Israel,Israel,金融,Financials,Financials
THET.SI,Trendlines Group Ltd,Israel,Israel,金融,Financials,Financials
MRIN.TA,YD More Investments Ltd,Israel,Israel,金融,Financials,Financials
TASE.TA,Tel Aviv Stock Exchange Ltd,Israel,Israel,金融,Financials,Financials
KRDI.TA,Kardan Israel Ltd,Israel,Israel,房地產,Financials,Financials
STTTF.PK,Splitit Ltd,Israel,Israel,工業品,Financials,Financials
ISCD.TA,Isracard Ltd,Israel,Israel,金融,Financials,Financials
SHVA.TA,Automatic Bank Services Ltd,Israel,Israel,工業品,Financials,Financials
DIFI.TA,Direct Finance of Direct Group 2006 Ltd,Israel,Israel,金融,Financials,Financials
UNCTp.TA,Unicorn Technologies LP,Israel,Israel,金融,Financials,Financials
AMDAp.TA,Almeda Ventures LP,Israel,Israel,醫藥衛生,Financials,Financials
MNIF.TA,Menif Financial Services Ltd,Israel,Israel,金融,Financials,Financials
MLRN.TA,MLRN Projects and Trade Ltd,Israel,Israel,金融,Financials,Financials
BLND.TA,Blender Financial Technologies Ltd,Israel,Israel,技術,Financials,Financials
BIGTp.TA,Big Tech 50 R & D LP,Israel,Israel,金融,Financials,Financials
MCMN.TA,Michman Finance Ltd,Israel,Israel,金融,Financials,Financials
WESR.TA,Wesure Global Tech Ltd,Israel,Israel,金融,Financials,Financials
FEATp.TA,Feat Fund Investments LP,Israel,Israel,金融,Financials,Financials
IARGp.TA,Iargento High Tech Assets LP,Israel,Israel,金融,Financials,Financials
STEC.TA,Sure-Tech Investments LP,Israel,Israel,金融,Financials,Financials
UNTCp.TA,Unic-Tech LP,Israel,Israel,金融,Financials,Financials
GMLA.TA,Gamla Harel Residential Real-Estate Ltd,Israel,Israel,金融,Financials,Financials
BULL.TA,Bull Trading and Investment Ltd,Israel,Israel,金融,Financials,Financials
LBRA.TA,Libra Insurance Company Ltd,Israel,Israel,金融,Financials,Financials
BRKT.TA,Bareket Capital Ltd,Israel,Israel,金融,Financials,Financials
MNRAp.TA,Menara Ventures XL LP,Israel,Israel,金融,Financials,Financials
MCLL.TA,Michlol Finance Ltd,Israel,Israel,金融,Financials,Financials
PMNT.TA,Payment Financial Technologies Ltd,Israel,Israel,技術,Financials,Financials
MPP.TA,More Provident Funds and Pension Ltd,Israel,Israel,金融,Financials,Financials
JCFN.TA,Jacob Finance and Investments Ltd,Israel,Israel,金融,Financials,Financials
ALTF.TA,Altshuler Shaham Financial Ltd,Israel,Israel,金融,Financials,Financials
MTRD.TA,Meitav Trade Investments Ltd,Israel,Israel,金融,Financials,Financials
EIBL.PSX,Escorts Investment Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
FYBL.PSX,Faysal Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
FPMM.PSX,First Paramount Modaraba,Pakistan,Pakistan,基礎原材料,Financials,Financials
IGIL.PSX,IGI Life Insurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
FIRS.PSX,First Dawood Properties Ltd,Pakistan,Pakistan,金融,Financials,Financials
SILK.PSX,Silkbank Ltd,Pakistan,Pakistan,金融,Financials,Financials
FFLM.PSX,First Fidelity Leasing Modaraba,Pakistan,Pakistan,金融,Financials,Financials
JLIC.PSX,Jubilee Life Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
ASKI.PSX,Askari General Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
EFUA.PSX,EFU Life Assurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
ADIN.PSX,Adamjee Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
INVS.PSX,Invest Capital Investment Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
ASBK.PSX,Askari Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
BFMD.PSX,B F Modaraba,Pakistan,Pakistan,金融,Financials,Financials
BKEQ.PSX,Bank AL-Habib Ltd,Pakistan,Pakistan,金融,Financials,Financials
BOPU.PSX,Bank of Punjab,Pakistan,Pakistan,金融,Financials,Financials
BRRG.PSX,BRR Guardian Ltd,Pakistan,Pakistan,房地產,Financials,Financials
JSCO.PSX,Jahangir Siddiqui & Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
CRIN.PSX,Century Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
CSTR.PSX,Crescent Star Insurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
CYAN.PSX,Cyan Ltd,Pakistan,Pakistan,金融,Financials,Financials
EAWE.PSX,East West Insurance Co Ltd,Pakistan,Pakistan,金融,Financials,Financials
EFUI.PSX,EFU General Insurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
ELCM.PSX,First Elite Capital Modaraba,Pakistan,Pakistan,金融,Financials,Financials
OLPM.PSX,OLP Modaraba,Pakistan,Pakistan,金融,Financials,Financials
HABI.PSX,Habib Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
HABM.PSX,First Habib Modaraba,Pakistan,Pakistan,金融,Financials,Financials
IGI.PSX,IGI Holdings Ltd,Pakistan,Pakistan,金融,Financials,Financials
SHAH.PSX,Shaheen Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
MCB.PSX,MCB Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
HMB.PSX,Habib Metropolitan Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
ATIL.PSX,Atlas Insurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
JGIC.PSX,Jubilee General Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
TRUS.PSX,Trust Investment Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
TRUM.PSX,Trust Modaraba,Pakistan,Pakistan,金融,Financials,Financials
UNTD.PSX,United Insurance Company of Pakistan Ltd,Pakistan,Pakistan,金融,Financials,Financials
UNVI.PSX,Universal Insurance Co Ltd,Pakistan,Pakistan,金融,Financials,Financials
OLPF.PSX,OLP Financial Services Pakistan Ltd,Pakistan,Pakistan,金融,Financials,Financials
PRIC.PSX,Pakistan Reinsurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
1ALN.PSX,First Al-Noor Modaraba,Pakistan,Pakistan,金融,Financials,Financials
INL.PSX,786 Investments Ltd,Pakistan,Pakistan,金融,Financials,Financials
PREI.PSX,Premier Insurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
RELN.PSX,Reliance Insurance Co Ltd,Pakistan,Pakistan,金融,Financials,Financials
1PUJ.PSX,First Punjab Modaraba,Pakistan,Pakistan,金融,Financials,Financials
IBLM.PSX,First IBL Modaraba,Pakistan,Pakistan,金融,Financials,Financials
AKDH.PSX,AKD Hospitality Ltd,Pakistan,Pakistan,週期性消費品,Financials,Financials
SECI.PSX,Security Investment Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
SILV.PSX,Silver Star Insurance Co Ltd,Pakistan,Pakistan,金融,Financials,Financials
SONA.PSX,Soneri Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
SAUD.PSX,Saudi Pak Leasing Company Ltd,Pakistan,Pakistan,工業品,Financials,Financials
ASKA.PSX,Askari Life Assurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
SECL.PSX,Security Leasing Corporation Ltd,Pakistan,Pakistan,金融,Financials,Financials
PGIL.PSX,Pakistan General Insurance Company Ltd,Pakistan,Pakistan,金融,Financials,Financials
1CSC.PSX,First Capital Securities Corporation Ltd,Pakistan,Pakistan,金融,Financials,Financials
GRAL.PSX,Grays Leasing Ltd,Pakistan,Pakistan,金融,Financials,Financials
AMZN.PSX,Meezan Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
ARIF.PSX,Arif Habib Corporation Ltd,Pakistan,Pakistan,金融,Financials,Financials
NBPK.PSX,National Bank of Pakistan,Pakistan,Pakistan,金融,Financials,Financials
SBL.PSX,Samba Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
FNBM.PSX,First National Bank Modaraba,Pakistan,Pakistan,金融,Financials,Financials
BAFL.PSX,Bank Alfalah Ltd,Pakistan,Pakistan,金融,Financials,Financials
AMBL.PSX,Apna Microfinance Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
FNEL.PSX,First National Equities Ltd,Pakistan,Pakistan,金融,Financials,Financials
UBL.PSX,United Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
ABL.PSX,Allied Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
BOK.PSX,Bank of Khyber,Pakistan,Pakistan,金融,Financials,Financials
BIPL.PSX,BankIslami Pakistan Limited,Pakistan,Pakistan,金融,Financials,Financials
AHL.PSX,Arif Habib Ltd,Pakistan,Pakistan,金融,Financials,Financials
PIL.PSX,PICIC Insurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
JSGC.PSX,JS Global Capital Ltd,Pakistan,Pakistan,金融,Financials,Financials
JSBL.PSX,JS Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
SCBP.PSX,Standard Chartered Bank (Pakistan) Ltd,Pakistan,Pakistan,金融,Financials,Financials
JSIL.PSX,JS Investments Ltd,Pakistan,Pakistan,金融,Financials,Financials
PASL.PSX,Pervez Ahmed Consultancy Services Limited,Pakistan,Pakistan,金融,Financials,Financials
HBL.PSX,Habib Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
BANK.PSX,Bank Makramah Ltd,Pakistan,Pakistan,金融,Financials,Financials
INTM.PSX,Efg Hermes Pakistan Ltd,Pakistan,Pakistan,金融,Financials,Financials
DEL.PSX,Dawood Equities Ltd,Pakistan,Pakistan,金融,Financials,Financials
AKDS.PSX,AKD Securities Ltd,Pakistan,Pakistan,金融,Financials,Financials
FCIB.PSX,First Credit & Investment Bank Ltd,Pakistan,Pakistan,金融,Financials,Financials
MCBI.PSX,MCB Investment Management Ltd,Pakistan,Pakistan,金融,Financials,Financials
KAmad.KA,Pakistan Stock Exchange Ltd,Pakistan,Pakistan,金融,Financials,Financials
TPLI.PSX,TPL Insurance Ltd,Pakistan,Pakistan,金融,Financials,Financials
NEXT.PSX,Next Capital Ltd,Pakistan,Pakistan,金融,Financials,Financials
SMOD.PSX,Sindh Modaraba Management Ltd,Pakistan,Pakistan,金融,Financials,Financials
FCEL.PSX,First Capital Equities Limted,Pakistan,Pakistan,房地產,Financials,Financials
ADAM.PSX,Adamjee Life Assurance Co Ltd,Pakistan,Pakistan,金融,Financials,Financials
LSEC.PSX,LSE Capital Ltd,Pakistan,Pakistan,金融,Financials,Financials
LSEF.PSX,LSE Financial Services Ltd,Pakistan,Pakistan,金融,Financials,Financials
UDLN.PSX,UDL International Ltd,Pakistan,Pakistan,金融,Financials,Financials
BDMN.JK,Bank Danamon Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BNII.JK,Bank Maybank Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
SMMA.JK,Sinar Mas Multiartha Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
AHAP.JK,Asuransi Harta Aman Pratama Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ASRM.JK,Asuransi Ramayana Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
GSMF.JK,Equity Development Investment Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
PANS.JK,Panin Sekuritas Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBNI.JK,Bank Negara Indonesia (Persero) Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ABDA.JK,Asuransi Bina Dana Arta Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ASBI.JK,Asuransi Bintang Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ASDM.JK,Asuransi Dayin Mitra Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
PNLF.JK,Panin Financial Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BNLI.JK,Bank Permata Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBLD.JK,Buana Finance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BNGA.JK,Bank CIMB Niaga Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BFIN.JK,BFI Finance Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
CFIN.JK,Clipan Finance Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
INPC.JK,Bank Artha Graha Internasional Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MREI.JK,Maskapai Reasuransi Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
POOL.JK,Pool Advista Indonesia Tbk PT,Indonesia,Indonesia,工業品,Financials,Financials
PNBN.JK,Bank Pan Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
PNIN.JK,Paninvest Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BCIC.JK,Bank JTrust Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
LPGI.JK,Lippo General Insurance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
LPPS.JK,Lenox Pasifik Investama Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
NISP.JK,Bank OCBC NISP Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MAYA.JK,Bank Mayapada Internasional Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
DEFI.JK,Danasupra Erapacific Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MEGA.JK,Bank Mega Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BVIC.JK,Bank Victoria International Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BCAP.JK,MNC Kapital Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBCA.JK,Bank Central Asia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
PLAS.JK,Polaris Investama Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BEKS.JK,Bank Pembangunan Daerah Banten Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
TRIM.JK,Trimegah Sekuritas Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BSWD.JK,Bank Of India Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BABP.JK,Bank MNC Internasional Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BKSW.JK,Bank QNB Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
TRUS.JK,Trust Finance Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
APIC.JK,PT Pacific Strategic Financial Tbk,Indonesia,Indonesia,金融,Financials,Financials
BMRI.JK,Bank Mandiri (Persero) Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
AGRO.JK,Bank Raya Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
OCAP.JK,Onix Capital Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBRI.JK,Bank Rakyat Indonesia (Persero) Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ASJT.JK,Asuransi Jasa Tania Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ADMF.JK,Adira Dinamika Multi Finance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
HADE.JK,Himalaya Energi Perkasa Tbk PT,Indonesia,Indonesia,能源,Financials,Financials
WOMF.JK,Wahana Ottomitra Multiartha Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
YULE.JK,Yulie Sekuritas Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
PEGE.JK,Panca Global Kapital Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
RELI.JK,Reliance Sekuritas Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MFIN.JK,Mandala Multifinance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
AMAG.JK,Asuransi Multi Artha Guna Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BNBA.JK,Bank Bumi Arta Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBKP.JK,Bank KB Bukopin Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
SDRA.JK,Bank Woori Saudara Indonesia 1906 Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MCOR.JK,Bank China Construction Bank Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BACA.JK,Bank Capital Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BTPN.JK,PT Bank SMBC Indonesia Tbk,Indonesia,Indonesia,金融,Financials,Financials
BJBR.JK,Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
VRNA.JK,Mizuho Leasing Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BPFI.JK,Woori Finance Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBTN.JK,Bank Tabungan Negara (Persero) Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BSIM.JK,Bank Sinarmas Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
PADI.JK,Minna Padi Investama Sekuritas Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BMAS.JK,Bank Maspion Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
HDFA.JK,Radana Bhaskara Finance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
IBFN.JK,Intan Baru Prana Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
TIFA.JK,KDB Tifa Finance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
STAR.JK,Buana Artha Anugerah Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ASMI.JK,Asuransi Maximus Graha Persada Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BGTG.JK,Bank Ganesha Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBMD.JK,Bank Mestika Dharma Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
AGRS.JK,Bank IBK Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
NOBU.JK,Bank Nationalnobu Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
SRTG.JK,Saratoga Investama Sedaya Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
VICO.JK,Victoria Investama Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
DNAR.JK,Bank Oke Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
IMJS.JK,Indomobil Multi Jasa Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
PNBS.JK,Bank Panin Dubai Syariah Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BINA.JK,Bank Ina Perdana Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BPII.JK,Batavia Prosperindo Internasional Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBYB.JK,PT Bank Neo Commerce Tbk,Indonesia,Indonesia,金融,Financials,Financials
BRIS.JK,Pt Bank Syariah Indonesia Tbk,Indonesia,Indonesia,金融,Financials,Financials
BBHI.JK,Allo Bank Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
VINS.JK,Victoria Insurance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
ARTO.JK,Bank Jago Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
CASA.JK,Capital Financial Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MTWI.JK,Malacca Trust Wuwungan Insurance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MCAS.JK,M Cash Integrasi Tbk PT,Indonesia,Indonesia,技術,Financials,Financials
JMAS.JK,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BTPS.JK,Bank BTPN Syariah Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
TUGU.JK,Asuransi Tugu Pratama Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
POLA.JK,Pool Advista Finance Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
FUJI.JK,Fuji Finance Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
SFAN.JK,Surya Fajar Capital Tbk PT,Indonesia,Indonesia,工業品,Financials,Financials
LIFE.JK,MSIG Life Insurance Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
AMAR.JK,Bank Amar Indonesia PT,Indonesia,Indonesia,金融,Financials,Financials
AMOR.JK,Ashmore Asset Management Indonesia PT,Indonesia,Indonesia,金融,Financials,Financials
CASH.JK,Cashlez Worldwide Indonesia Tbk PT,Indonesia,Indonesia,技術,Financials,Financials
BHAT.JK,Bhakti Multi Artha Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BBSI.JK,Krom Bank Indonesia Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
BANK.JK,Bank Aladin Syariah Tbk PT,Indonesia,Indonesia,金融,Financials,Financials
MASB.JK,Bank Multiarta Sentosa PT,Indonesia,Indonesia,金融,Financials,Financials
VTNY.JK,Venteny Fortuna International PT Tbk,Indonesia,Indonesia,技術,Financials,Financials
TOSK.JK,Pt Topindo Solusi Komunika,Indonesia,Indonesia,技術,Financials,Financials
MPIX.JK,Mitra Pedagang Indonesia PT Tbk,Indonesia,Indonesia,技術,Financials,Financials
BPI.PS,Bank of the Philippine Islands,Philippines,Philippines,金融,Financials,Financials
CBC.PS,China Banking Corp,Philippines,Philippines,金融,Financials,Financials
MBT.PS,Metropolitan Bank and Trust Co,Philippines,Philippines,金融,Financials,Financials
PBC.PS,Philippine Bank of Communications,Philippines,Philippines,金融,Financials,Financials
PTC.PS,Philtrust Bank,Philippines,Philippines,金融,Financials,Financials
PNB.PS,Philippine National Bank,Philippines,Philippines,金融,Financials,Financials
RCB.PS,Rizal Commercial Banking Corp,Philippines,Philippines,金融,Financials,Financials
SPM.PS,Seafront Resources Corp,Philippines,Philippines,能源,Financials,Financials
V.PS,Vantage Equities Inc,Philippines,Philippines,金融,Financials,Financials
